ID_Commercant,Zone_Dakar,Secteur_Activite,Volume_Mensuel_FCFA,Evolution_Ventes_3M_Pct,Nb_Transferts_Recus_Mois,Anciennete_Mois,Defaut_Paiement
SN-2210,Marche Sandaga,Habillement,401216.0,10.654421396882345,64,43.0,0
SN-2211,Guediawaye,Restauration,523842.0,-2.9253054627199857,68,72.0,1
SN-2212,Ouakam,Restauration,985825.0,1.9836791303068657,105,3.0,0
SN-2213,Medina,Électronique,1716727.0,-23.348842744553934,14,45.0,0
SN-2214,Marche Sandaga,Restauration,601826.0,-29.511025578112296,25,73.0,0
SN-2215, Pikine ,Restauration,1765421.0,14.220087938541644,139,56.0,0
SN-2216,Yoff,nan,1031222.0,14.013984915721508,35,63.0,0
SN-2217,Pikine,Alimentation,213939.0,-14.45176767038287,76,112.0,0
SN-2218,Pikine,Électronique,1860042.0,18.231091879700422,168,23.0,0
SN-2219,Medina,Habillement,615782.0,3.7919677197532504,6,100.0,0
SN-2220,Pikine,Services,1122160.0,-3.4465421944447083,109,96.0,0
SN-2221,Ouakam,Alimentation,1742449.0,10.001146720111883,60,35.0,0
SN-2222,Marche Sandaga,Électronique,380686.0,-4.232191174898507,51,39.0,0
SN-2223,Parcelles Assainies,Alimentation,549911.0,28.31256812359826,130,58.0,0
SN-2224,Guediawaye,Alimentation,1468301.0,-23.718386784202067,13,31.0,1
SN-2225,Ouakam,Restauration,1920736.0,24.08429302330196,184,24.0,0
SN-2226,Marché Sandaga,Services,624048.0,-13.614196212524927,20,57.0,0
SN-2227,PIKINE,Restauration,1447796.0,22.970172266969087,188,105.0,0
SN-2228,Marché Sandaga,Électronique,1627380.0,-35.76580608898622,173,44.0,0
SN-2229,Guediawaye,Habillement,894991.0,-13.428367727131423,146,8.0,0
SN-2230,Pikine,Habillement,1152012.0,3.3322995201881893,142,32.0,1
SN-2231,Medina,Habillement,493882.0,-9.303910941786716,194,34.0,1
SN-2232,Medina,Restauration,254153.0,-39.172145268118896,156,78.0,0
SN-2233,Pikine,Électronique,1519924.0,0.2887938606599526,135,14.0,0
SN-2234, Pikine ,Restauration,1093881.0,-6.560116273258205,64,47.0,0
SN-2235,Marché Sandaga,Services,101057.0,34.60133908433614,181,47.0,0
SN-2236, Pikine ,Alimentation,895302.0,-27.85063779793784,46,11.0,0
SN-2237,Parcelles Assainies,Restauration,317821.0,-9.105550925787641,95,88.0,0
SN-2238,Guediawaye,Restauration,459013.0,-5.285970899857303,97,64.0,1
SN-2239,Ouakam,Électronique,1611213.0,-1.040788391917447,13,109.0,0
SN-2240,Ouakam,Habillement,843466.0,10.36559483527286,145,20.0,0
SN-2241,Marché Sandaga,Électronique,531525.0,-12.302991934212855,188,44.0,0
SN-2242,Ouakam,Alimentation,684405.0,-8.228045357075391,52,97.0,0
SN-2243,Marche Sandaga,Services,83344.0,-18.4658005827337,81,70.0,1
SN-2244,PIKINE,Restauration,557614.0,0.6928225786552051,197,49.0,0
SN-2245,Parcelles Assainies,Services,39785.0,31.70844770435243,80,69.0,0
SN-2246,Medina,Alimentation,1289212.0,-5.280096319747601,103,46.0,0
SN-2247,PIKINE,Habillement,832929.0,-5.794602864136583,133,7.0,1
SN-2248,Marché Sandaga,Services,1674693.0,12.376607480555899,63,117.0,0
SN-2249, Pikine ,Habillement,1281626.0,-19.35886746036221,98,103.0,0
SN-2250,Parcelles Assainies,Habillement,1187898.0,33.11464912315025,53,42.0,0
SN-2251, Pikine ,Habillement,1631023.0,22.013031944250805,117,82.0,0
SN-2252,Yoff,Services,429422.0,25.40670597635991,107,59.0,1
SN-2253,PIKINE,Électronique,1015166.0,8.531017148016717,53,51.0,1
SN-2254,Ouakam,Habillement,197386.0,30.52148980682364,196,3.0,1
SN-2255,Parcelles Assainies,Électronique,167765.0,10.872336450529478,192,23.0,0
SN-2256,Marche Sandaga,Habillement,1371178.0,18.83374678829155,154,44.0,1
SN-2257,Pikine,Électronique,1285352.0,-0.6600544488890879,29,-2.0,0
SN-2258,Yoff,Électronique,824877.0,,180,-3.0,1
SN-2259,Ouakam,Électronique,734331.0,13.096839609578353,70,118.0,0
SN-2260,Marche Sandaga,Électronique,371613.0,,29,82.0,0
SN-2261,Parcelles Assainies,Restauration,232973.0,3.177614412449681,115,13.0,0
SN-2262,Marche Sandaga,Habillement,374089.0,12.95781605362399,57,83.0,1
SN-2263, Pikine ,Restauration,64006.0,-3.434435524164785,196,38.0,1
SN-2264,Yoff,Électronique,372045.0,27.50463555870288,131,114.0,0
SN-2265,Yoff,Restauration,796556.0,-5.037275956877654,33,99.0,0
SN-2266,Parcelles Assainies,Habillement,114999.0,-15.301400296414425,146,6.0,0
SN-2267,PIKINE,Alimentation,1305924.0,-9.308900982328433,123,64.0,0
SN-2268,Yoff,Services,1799657.0,-19.550438010520065,127,20.0,0
SN-2269,Yoff,Habillement,1015135.0,1.404322753825239,38,69.0,0
SN-2270, Pikine ,Alimentation,1842823.0,41.50691347683985,115,18.0,0
SN-2271,Medina,Restauration,1345638.0,,97,69.0,0
SN-2272,Medina,Habillement,28917.0,7.621630689442238,34,40.0,1
SN-2273, Pikine ,Restauration,419461.0,12.832414150026601,124,70.0,1
SN-2274,Pikine,Habillement,1105948.0,,51,60.0,0
SN-2275,Medina,Électronique,80875.0,-5.457367214866656,119,61.0,0
SN-2276,Yoff,Alimentation,165787.0,42.33254503231848,122,16.0,1
SN-2277,Ouakam,Habillement,1588229.0,13.911382634670952,99,11.0,0
SN-2278,Parcelles Assainies,nan,194298.0,-32.855661246247216,104,77.0,0
SN-2279,Yoff,Services,1644280.0,12.358346147491194,193,59.0,0
SN-2280,Marche Sandaga,Habillement,1124188.0,2.1875267150627447,89,101.0,0
SN-2281,Medina,Restauration,241825.0,13.484801482786379,61,71.0,1
SN-2282, Pikine ,Services,91740.0,14.810124156385223,20,36.0,0
SN-2283,Pikine,Services,1780241.0,-12.875549526439814,90,83.0,0
SN-2284,Parcelles Assainies,Services,650813.0,,176,18.0,0
SN-2285,Ouakam,Services,1996134.0,17.554349496116785,89,64.0,0
SN-2286,Yoff,Électronique,222102.0,-7.154567181272096,171,71.0,1
SN-2287, Pikine ,Alimentation,978200.0,-2.6026019449863176,127,116.0,0
SN-2288,Parcelles Assainies,Habillement,919979.0,-15.117370429774953,91,83.0,0
SN-2289,Yoff,Restauration,1358464.0,-16.63417939627962,158,32.0,0
SN-2290,Medina,Alimentation,178717.0,15.901173220532614,181,115.0,0
SN-2291,PIKINE,Restauration,1050053.0,0.4329178806570775,197,69.0,0
SN-2292, Pikine ,Restauration,663531.0,3.281638344893328,0,83.0,0
SN-2293,Marche Sandaga,Électronique,1446476.0,-16.60023911883967,9,57.0,0
SN-2294,Guediawaye,Habillement,1812901.0,20.56912715803994,74,33.0,0
SN-2295,Marche Sandaga,Services,1735727.0,-2.5055604476201117,75,100.0,0
SN-2296,Guediawaye,Services,443389.0,,193,-4.0,0
SN-2297,Medina,Habillement,1257881.0,-43.78013638951317,190,2.0,0
SN-2298,PIKINE,Alimentation,267720.0,-32.887921258788765,19,27.0,0
SN-2299,PIKINE,Alimentation,1048884.0,19.735847695417917,193,50.0,0
SN-2300,Guediawaye,Électronique,1412474.0,7.530755894917639,141,50.0,0
SN-2301,Parcelles Assainies,Alimentation,246950.0,-10.09127218617804,170,89.0,0
SN-2302,Yoff,Restauration,951749.0,,93,59.0,0
SN-2303,Pikine,Alimentation,1298184.0,41.82114288940197,45,12.0,1
SN-2304,Yoff,Restauration,1951866.0,-16.412314559471973,135,54.0,0
SN-2305,Marche Sandaga,Alimentation,321802.0,6.747557622047915,148,13.0,1
SN-2306,Marche Sandaga,nan,652778.0,-22.80434420062719,168,22.0,0
SN-2307,Parcelles Assainies,Restauration,1727864.0,-27.140738301267394,161,77.0,0
SN-2308,Marche Sandaga,Habillement,1413679.0,-34.599758700640876,66,85.0,0
SN-2309, Pikine ,Alimentation,1784405.0,1.6882703345098793,21,62.0,0
SN-2310,Medina,Restauration,1298780.0,24.63025199543599,45,108.0,0
SN-2311,Medina,Alimentation,1080009.0,-10.477592296560896,114,104.0,1
SN-2312,Ouakam,Services,1590730.0,10.309798044558352,61,72.0,0
SN-2313,Pikine,Habillement,463447.0,16.986056447740722,16,74.0,0
SN-2314,Yoff,Services,1655706.0,20.09248651837346,23,115.0,0
SN-2315,Marche Sandaga,Services,697499.0,6.019446633060802,4,49.0,0
SN-2316,Guediawaye,Alimentation,643719.0,,38,38.0,0
SN-2317, Pikine ,Alimentation,1470776.0,-18.230394178811235,188,65.0,0
SN-2318,Parcelles Assainies,Électronique,387415.0,-28.258113159115776,117,26.0,0
SN-2319,Medina,Restauration,425937.0,-31.965165348913228,4,91.0,0
SN-2320,Yoff,Services,1731248.0,-3.4180592488022348,79,79.0,0
SN-2321, Pikine ,Habillement,1697364.0,5.679523519628987,102,52.0,0
SN-2322,Yoff,Alimentation,30397.0,19.609393437456074,19,36.0,1
SN-2323,Ouakam,Habillement,180433.0,,135,82.0,0
SN-2324,Parcelles Assainies,Alimentation,1069360.0,,120,74.0,0
SN-2325,Guediawaye,Habillement,876428.0,-6.883597330138254,29,2.0,0
SN-2326, Pikine ,Électronique,580076.0,4.911293296072639,130,8.0,0
SN-2327,Marche Sandaga,Restauration,412510.0,18.07177081754141,120,52.0,0
SN-2328,Medina,Électronique,1790328.0,-1.341720194903008,126,22.0,0
SN-2329,Yoff,Habillement,1247876.0,-27.560556208662593,93,52.0,0
SN-2330,Marche Sandaga,Habillement,1721448.0,-7.293547074279397,52,106.0,0
SN-2331,PIKINE,Habillement,1337563.0,-19.473561838205423,62,43.0,0
SN-2332,Yoff,Électronique,1361279.0,6.963493523378924,119,28.0,0
SN-2333,Guediawaye,Habillement,585313.0,-4.741430775684152,164,45.0,1
SN-2334,Yoff,Électronique,167342.0,22.12968779447707,154,65.0,0
SN-2335,Yoff,nan,196492.0,-32.495989675621125,196,30.0,1
SN-2336,Marche Sandaga,Alimentation,897468.0,3.823420502553512,86,95.0,0
SN-2337,Parcelles Assainies,Alimentation,1104124.0,-32.08833772324439,63,51.0,0
SN-2338, Pikine ,Restauration,1595153.0,-36.07189432199261,171,89.0,0
SN-2339,Ouakam,Électronique,1023153.0,,178,24.0,1
SN-2340,Pikine,Habillement,251967.0,20.833974762217245,42,22.0,1
SN-2341,Marché Sandaga,Électronique,1066780.0,-1.4265986270387,83,65.0,0
SN-2342,Pikine,Alimentation,555519.0,-16.696534378222292,186,14.0,0
SN-2343,PIKINE,nan,301759.0,-19.418040513616244,139,58.0,0
SN-2344,Marche Sandaga,Alimentation,1476389.0,,127,115.0,0
SN-2345,Yoff,Services,1024801.0,-26.595011209069476,0,29.0,0
SN-2346,Marché Sandaga,Habillement,588003.0,-43.99809335651763,11,22.0,0
SN-2347,Yoff,Restauration,81495.0,-22.07783309845075,100,8.0,1
SN-2348,PIKINE,Électronique,1270081.0,25.92565905078491,116,67.0,0
SN-2349,Ouakam,Restauration,608239.0,-0.1768798868498307,28,57.0,1
SN-2350,PIKINE,nan,499624.0,-14.092662645793554,70,39.0,1
SN-2351,Parcelles Assainies,Restauration,223853.0,18.854576930940265,61,88.0,0
SN-2352,Guediawaye,nan,1542579.0,8.745993351261781,192,70.0,0
SN-2353,Yoff,Services,480212.0,-24.012284971588564,179,67.0,1
SN-2354,Yoff,Habillement,1640749.0,-14.467577372854594,108,18.0,0
SN-2355,Pikine,Restauration,1531319.0,-21.504586885682045,172,71.0,0
SN-2356,Pikine,Alimentation,1029015.0,,169,5.0,1
SN-2357,Guediawaye,Habillement,1713254.0,-0.00043197024146668367,76,118.0,0
SN-2358,Medina,Restauration,86528.0,21.593052518702486,16,77.0,0
SN-2359, Pikine ,Services,1502881.0,30.94167944885765,163,28.0,0
SN-2360,Yoff,Habillement,1246983.0,3.3469391173033203,140,58.0,0
SN-2361,PIKINE,Alimentation,1284678.0,-21.73695670382589,26,8.0,0
SN-2362,Pikine,nan,1984963.0,-15.99213438640718,22,-2.0,0
SN-2363,Medina,Électronique,1847060.0,2.8821268043870503,134,42.0,0
SN-2364,Yoff,Alimentation,1287860.0,-10.526796000728119,34,16.0,1
SN-2365,Guediawaye,Électronique,1622458.0,-0.6351343578531743,65,13.0,0
SN-2366,Ouakam,Habillement,860345.0,-12.167306692410897,53,94.0,0
SN-2367,Parcelles Assainies,Électronique,186544.0,33.28699319499605,79,32.0,0
SN-2368,PIKINE,Services,1498908.0,23.284115288730348,60,-4.0,0
SN-2369,Ouakam,Restauration,10246.0,-6.810098571758556,124,27.0,1
SN-2370,Ouakam,Restauration,734191.0,-32.787991560604695,186,6.0,0
SN-2371,Medina,Services,1685646.0,1.127221927181986,102,0.0,0
SN-2372,Guediawaye,Services,1294102.0,3.4216415919125556,124,34.0,0
SN-2373,Ouakam,Alimentation,714230.0,-11.423799809520467,57,20.0,0
SN-2374,Marche Sandaga,Services,1310959.0,-11.27521564697102,7,108.0,0
SN-2375,Parcelles Assainies,Services,1222790.0,18.63838626557984,115,25.0,0
SN-2376,Yoff,Électronique,493605.0,-37.056909586065366,80,19.0,0
SN-2377, Pikine ,Restauration,1113.0,5.401324766196676,13,45.0,1
SN-2378,Medina,Restauration,883581.0,5.972523556163635,179,27.0,0
SN-2379,Yoff,Alimentation,263146.0,-10.540889219565475,125,31.0,0
SN-2380,Ouakam,Alimentation,436399.0,24.203263542275057,33,86.0,0
SN-2381,Medina,Électronique,723335.0,-19.442382256029788,51,72.0,0
SN-2382,Yoff,Services,124689.0,0.6159687860177647,77,7.0,1
SN-2383,Marche Sandaga,Électronique,440510.0,-10.367843849133397,1,52.0,1
SN-2384,Yoff,Électronique,140015.0,-29.732921497498943,78,119.0,0
SN-2385,Guediawaye,Habillement,1748575.0,27.924047260613523,66,78.0,0
SN-2386,Pikine,Alimentation,1317293.0,14.083495533859043,49,80.0,1
SN-2387,PIKINE,Électronique,1362706.0,8.875326641066808,42,41.0,0
SN-2388,Medina,Électronique,792900.0,-10.0562717693988,91,63.0,0
SN-2389,Ouakam,Électronique,191617.0,-5.1417794713204055,125,118.0,0
SN-2390,Guediawaye,Alimentation,14616.0,-19.894466001433873,160,106.0,1
SN-2391,Guediawaye,Alimentation,128578.0,-23.174900634173724,14,41.0,1
SN-2392, Pikine ,Services,891758.0,-16.97936888540077,32,20.0,0
SN-2393,Ouakam,Restauration,388591.0,,43,52.0,1
SN-2394,Ouakam,Électronique,687.0,14.899725597448242,34,106.0,0
SN-2395,Pikine,Électronique,848130.0,12.065506153828318,34,34.0,0
SN-2396,PIKINE,Habillement,1571343.0,-13.202064816848022,127,99.0,0
SN-2397,Marché Sandaga,Restauration,256194.0,-8.258228250352794,147,35.0,0
SN-2398, Pikine ,Alimentation,1337318.0,,157,0.0,0
SN-2399,Pikine,Services,553512.0,3.670105099984888,142,8.0,1
SN-2400,Marché Sandaga,nan,858126.0,-1.1827039892715743,166,8.0,0
SN-2401,Parcelles Assainies,Habillement,310494.0,4.575559578246647,173,18.0,0
SN-2402,Guediawaye,Restauration,518210.0,-25.95551808631384,174,104.0,0
SN-2403,Parcelles Assainies,Électronique,287447.0,-10.161984911188672,167,82.0,0
SN-2404,Medina,nan,1617124.0,4.1232147688002545,127,80.0,0
SN-2405, Pikine ,Restauration,842763.0,-23.30329361568092,94,63.0,0
SN-2406,PIKINE,Électronique,1147296.0,-10.657709991803138,111,108.0,0
SN-2407,Parcelles Assainies,Électronique,1649369.0,20.996679769178176,100,11.0,0
SN-2408, Pikine ,Habillement,1093497.0,-9.159911935060977,26,77.0,0
SN-2409,Marche Sandaga,Électronique,1847886.0,-28.979359130527286,29,23.0,0
SN-2410, Pikine ,Électronique,686300.0,39.399634729164426,177,94.0,0
SN-2411, Pikine ,Habillement,1413115.0,-9.49504763405875,66,55.0,0
SN-2412, Pikine ,Habillement,881239.0,-0.5180246937178158,138,84.0,0
SN-2413,PIKINE,Services,23922.0,,4,-3.0,0
SN-2414, Pikine ,Électronique,684680.0,,135,7.0,0
SN-2415,Guediawaye,Restauration,1904865.0,-0.6507483362181918,94,50.0,0
SN-2416,Yoff,Habillement,156404.0,17.923833472894387,15,49.0,1
SN-2417,Medina,Habillement,888738.0,13.171335889236213,118,10.0,1
SN-2418, Pikine ,Alimentation,115390.0,-6.0101019189481795,105,51.0,0
SN-2419,Guediawaye,Alimentation,248956.0,23.462471586176157,102,25.0,0
SN-2420,Pikine,nan,1801575.0,32.00826355778426,177,91.0,0
SN-2421,Marche Sandaga,Électronique,1477458.0,-5.461637020001879,130,20.0,1
SN-2422,Marche Sandaga,Électronique,1359649.0,3.821744641889491,115,61.0,0
SN-2423,Ouakam,Restauration,337056.0,-5.809443453233392,121,81.0,0
SN-2424, Pikine ,Services,290360.0,12.776947086318764,65,37.0,0
SN-2425, Pikine ,Électronique,990986.0,-12.418639155385382,77,78.0,0
SN-2426,Marche Sandaga,Habillement,343333.0,16.53179975133311,191,67.0,0
SN-2427, Pikine ,Restauration,655677.0,2.882745503545956,1,96.0,0
SN-2428,Marche Sandaga,Alimentation,373426.0,-9.60347631107606,89,21.0,0
SN-2429,Medina,Alimentation,336164.0,-36.62387973049478,111,49.0,0
SN-2430, Pikine ,Habillement,234192.0,30.356518159114017,92,74.0,0
SN-2431,Marché Sandaga,Alimentation,1300318.0,12.894765782506266,26,21.0,1
SN-2432,Ouakam,Services,821882.0,-42.977729494356566,25,101.0,0
SN-2433,Parcelles Assainies,Restauration,822632.0,11.49066024137844,122,92.0,1
SN-2434,Marche Sandaga,Habillement,1391198.0,-52.832295616749136,109,12.0,1
SN-2435,Parcelles Assainies,Habillement,1673703.0,-11.991321758757804,58,104.0,0
SN-2436, Pikine ,Restauration,46349.0,-4.909111526310529,76,114.0,0
SN-2437,Yoff,Habillement,1638687.0,21.695337308526646,147,106.0,0
SN-2438,Parcelles Assainies,Alimentation,1037695.0,33.008198681970676,160,50.0,0
SN-2439,Pikine,nan,1906017.0,-30.945098293468103,101,109.0,0
SN-2440,PIKINE,Alimentation,98180.0,18.53773090401401,194,86.0,0
SN-2441,Medina,Habillement,745714.0,-5.346468880394772,15,73.0,0
SN-2442,Marché Sandaga,Électronique,1133934.0,3.9225531928600894,17,78.0,0
SN-2443,Parcelles Assainies,Électronique,1902031.0,30.171869336397684,171,27.0,0
SN-2444,Parcelles Assainies,Services,1682583.0,13.354621792823092,26,113.0,0
SN-2445, Pikine ,Services,1144734.0,10.52394923659756,24,113.0,0
SN-2446,Parcelles Assainies,Services,397122.0,-19.188122151891264,87,63.0,0
SN-2447,Guediawaye,Restauration,1403073.0,-23.593557168869008,102,10.0,1
SN-2448,Parcelles Assainies,Habillement,1663669.0,-7.651572192374547,150,104.0,0
SN-2449,PIKINE,Habillement,1769192.0,15.894921319701593,1,18.0,1
SN-2450,Marché Sandaga,Habillement,1241737.0,,142,114.0,0
SN-2451, Pikine ,Restauration,496374.0,-20.759195546956125,132,70.0,0
SN-2452,Yoff,nan,1809465.0,23.290151416271737,47,108.0,0
SN-2453,Marché Sandaga,Habillement,1213483.0,-3.9849883921819296,161,91.0,0
SN-2454, Pikine ,Services,1788258.0,4.01414568312935,171,77.0,0
SN-2455,Ouakam,Restauration,844112.0,-12.87650030316011,19,-4.0,1
SN-2456,Parcelles Assainies,Électronique,1944741.0,-0.10264418510974495,74,66.0,0
SN-2457,Parcelles Assainies,Alimentation,640712.0,-16.16073498336786,38,68.0,0
SN-2458,Marché Sandaga,Alimentation,934576.0,14.396059306147613,174,105.0,0
SN-2459, Pikine ,Restauration,676541.0,-12.994986720035183,22,3.0,0
SN-2460,Marche Sandaga,Électronique,972278.0,-9.66928805290687,24,60.0,1
SN-2461,Marche Sandaga,Restauration,1717725.0,6.722087078166352,155,88.0,0
SN-2462,Pikine,Restauration,613663.0,21.99114598371384,177,109.0,0
SN-2463,Medina,Alimentation,265926.0,-18.8765613059495,64,69.0,0
SN-2464,Marché Sandaga,Habillement,262807.0,21.049321513007726,0,52.0,0
SN-2465,Parcelles Assainies,Alimentation,564647.0,19.601584891875696,56,43.0,0
SN-2466,Medina,Habillement,1750489.0,22.14446213191403,4,5.0,0
SN-2467,Marche Sandaga,Restauration,433466.0,2.2763198980678014,112,58.0,1
SN-2468,Pikine,Alimentation,1283802.0,-6.4168506579180375,50,48.0,0
SN-2469,Yoff,nan,1155429.0,1.410076833554534,31,45.0,1
SN-2470,PIKINE,Habillement,1169558.0,-5.346916547820316,36,51.0,0
SN-2471,PIKINE,Services,317647.0,37.77394164841301,115,95.0,0
SN-2472,PIKINE,Alimentation,1226827.0,-42.88242209507088,46,10.0,0
SN-2473,Marché Sandaga,nan,140382.0,11.664669588889382,166,42.0,1
SN-2474,Parcelles Assainies,Électronique,107259.0,50.693447901370696,29,77.0,1
SN-2475,Pikine,Habillement,1009898.0,-5.62979892051276,158,97.0,0
SN-2476,Guediawaye,Services,1795921.0,-5.346542161535631,134,112.0,0
SN-2477,Guediawaye,Habillement,1961072.0,15.328371851903277,77,56.0,0
SN-2478,PIKINE,Habillement,582866.0,9.131207981341095,75,69.0,0
SN-2479,Medina,Restauration,1048402.0,0.45042788191089783,64,43.0,0
SN-2480,Yoff,Restauration,1136841.0,-22.699004734568902,145,6.0,0
SN-2481,Marche Sandaga,Habillement,265142.0,18.18525024410255,55,107.0,1
SN-2482,Parcelles Assainies,Restauration,889843.0,-1.3696643021673525,101,100.0,0
SN-2483,Marché Sandaga,Électronique,1628884.0,9.67640839962858,197,64.0,0
SN-2484, Pikine ,Alimentation,1114764.0,12.532807996291114,43,67.0,0
SN-2485, Pikine ,Restauration,1612711.0,-18.213373971599538,26,77.0,0
SN-2486,PIKINE,Restauration,1165568.0,20.279404898648316,95,69.0,0
SN-2487,Marche Sandaga,Restauration,1967345.0,-3.9414097795710767,113,58.0,0
SN-2488,Medina,Électronique,716147.0,-19.27670845670525,98,59.0,0
SN-2489,Marché Sandaga,Restauration,796528.0,1.165201493285304,159,95.0,0
SN-2490,PIKINE,Électronique,1619146.0,-22.553133064614567,113,116.0,0
SN-2491,Parcelles Assainies,Alimentation,658240.0,11.852772565985394,40,85.0,0
SN-2492,Guediawaye,Restauration,1955767.0,-15.141119604874307,97,13.0,0
SN-2493,Medina,Services,1849614.0,8.092526934503212,199,-4.0,0
SN-2494,Pikine,Habillement,1465853.0,0.8710622550880993,60,92.0,0
SN-2495,Yoff,Services,9768.0,7.360275443832966,17,25.0,0
SN-2496,PIKINE,Électronique,1472716.0,-0.14012358718166584,21,85.0,0
SN-2497,Medina,Alimentation,388521.0,-20.089739375965596,131,43.0,1
SN-2498,Yoff,Électronique,56709.0,31.149743499151313,142,78.0,0
SN-2499,Medina,Électronique,1798384.0,-16.77208759640613,134,77.0,0
SN-2500,Marche Sandaga,Habillement,694638.0,23.391919673973046,122,62.0,0
SN-2501,Guediawaye,Habillement,25405.0,34.6810997584312,140,92.0,0
SN-2502, Pikine ,Restauration,246027.0,12.51254547429407,37,11.0,0
SN-2503,Pikine,Services,672837.0,21.824437345233125,7,115.0,1
SN-2504,Parcelles Assainies,Habillement,1556321.0,32.005398398082306,156,73.0,0
SN-2505,PIKINE,Services,1894268.0,25.86700115021062,97,94.0,0
SN-2506,Yoff,Électronique,1430946.0,-19.61343375331549,96,106.0,0
SN-2507,Pikine,Électronique,1119370.0,-24.06632751010327,145,104.0,0
SN-2508,Yoff,Restauration,1114107.0,5.349302687108999,121,61.0,1
SN-2509,Parcelles Assainies,Électronique,505374.0,3.4949435011588603,185,67.0,0
SN-2510,Medina,nan,204018.0,8.038519298288671,145,64.0,0
SN-2511,Medina,Habillement,533682.0,-3.4367137421536533,91,98.0,1
SN-2512, Pikine ,Électronique,110790.0,7.825856343063949,180,72.0,0
SN-2513,Yoff,Habillement,212729.0,-14.971864615568137,48,72.0,1
SN-2514,Parcelles Assainies,nan,66299.0,4.971428077358072,72,37.0,1
SN-2515,Parcelles Assainies,Habillement,369471.0,5.674593142135224,83,87.0,0
SN-2516,Medina,Services,1285463.0,11.624736210441018,43,87.0,0
SN-2517,Ouakam,Électronique,1454917.0,0.7617176082479127,81,33.0,1
SN-2518,Marché Sandaga,Alimentation,1011863.0,22.125074778635803,99,56.0,0
SN-2519,Yoff,Alimentation,1604640.0,-0.4822597213321671,141,64.0,0
SN-2520,Ouakam,Habillement,751690.0,16.348478343833808,170,119.0,1
SN-2521,PIKINE,Restauration,629448.0,-29.771957329085467,1,94.0,1
SN-2522,PIKINE,Habillement,1012673.0,14.81168571579462,70,3.0,0
SN-2523,Guediawaye,Habillement,1742043.0,8.704008359742835,124,49.0,0
SN-2524,Ouakam,Services,1175710.0,0.0791750665413892,122,60.0,0
SN-2525,Marché Sandaga,Habillement,1389919.0,9.115617748121286,187,106.0,0
SN-2526,Guediawaye,Services,1015505.0,-0.3869009549588598,194,19.0,0
SN-2527,PIKINE,Restauration,916330.0,10.651840793905711,163,75.0,0
SN-2528,Medina,Restauration,408648.0,-8.51152100741146,88,93.0,1
SN-2529, Pikine ,Alimentation,518879.0,-4.77478969583038,118,74.0,1
SN-2530,Yoff,nan,1931038.0,-9.920332161991512,95,119.0,0
SN-2531,Ouakam,Électronique,305610.0,-19.542096800994585,1,20.0,1
SN-2532,PIKINE,Services,653982.0,,153,90.0,0
SN-2533,Marche Sandaga,Électronique,1194500.0,-5.7877405885575515,101,45.0,0
SN-2534,Pikine,Services,1927080.0,-5.2629526510327596,193,30.0,0
SN-2535, Pikine ,Habillement,1725739.0,26.945717379622284,100,76.0,0
SN-2536,Parcelles Assainies,Habillement,250704.0,3.8016266057764536,196,13.0,1
SN-2537,Parcelles Assainies,Habillement,575492.0,10.30309739597916,164,85.0,0
SN-2538,Yoff,Restauration,1686149.0,-5.115293040538946,164,39.0,0
SN-2539,Pikine,Habillement,590245.0,8.33358065826748,76,18.0,0
SN-2540,Yoff,Services,1515347.0,36.8760386726119,84,63.0,0
SN-2541, Pikine ,Alimentation,22016.0,9.375127540382795,167,24.0,0
SN-2542,Marche Sandaga,Électronique,903114.0,38.026951174967124,88,17.0,0
SN-2543,Medina,Restauration,349715.0,10.299870213976458,57,85.0,0
SN-2544,Ouakam,Services,1929000.0,17.036566796484216,165,63.0,0
SN-2545,PIKINE,Alimentation,155383.0,-19.28431688845326,71,88.0,0
SN-2546,Medina,Services,658091.0,9.398523023810853,24,3.0,1
SN-2547,Medina,nan,1259089.0,10.17494432671899,161,58.0,1
SN-2548,Guediawaye,nan,1031615.0,18.433846711425403,178,106.0,0
SN-2549, Pikine ,Habillement,1470569.0,-40.503042036792046,173,87.0,0
SN-2550,Parcelles Assainies,Alimentation,1070713.0,-21.821363960330316,56,11.0,1
SN-2551,Marche Sandaga,Restauration,1048066.0,6.68854382827544,75,-3.0,0
SN-2552, Pikine ,Habillement,1496462.0,17.37424526020648,34,110.0,0
SN-2553,Pikine,Alimentation,286916.0,6.220871905916857,167,90.0,0
SN-2554,Ouakam,Électronique,1015744.0,-60.211852633776076,96,80.0,0
SN-2555,Marche Sandaga,Habillement,1241778.0,-8.432474914808344,104,35.0,1
SN-2556,Pikine,Alimentation,1576372.0,7.0373670930072425,29,110.0,0
SN-2557,PIKINE,Électronique,802603.0,20.346037425372437,169,78.0,0
SN-2558,Marché Sandaga,Restauration,39291.0,0.27544288450109217,108,96.0,0
SN-2559,Marche Sandaga,Électronique,967219.0,5.789812449186109,45,-5.0,0
SN-2560,Yoff,Habillement,1827891.0,-15.107291091756261,65,116.0,0
SN-2561, Pikine ,Habillement,363998.0,-8.798611053825498,152,32.0,1
SN-2562, Pikine ,Habillement,1462228.0,12.865713251914269,138,47.0,1
SN-2563,PIKINE,nan,444879.0,7.112422005024065,140,57.0,1
SN-2564,PIKINE,Habillement,1947283.0,12.774307115666764,137,99.0,0
